event_name,city,state,latitude,longitude,start_date,start_time,end_date,end_time,religious_spiritual,cultural_heritage,literature_poetry,art_exhibition,dance_performing,film_media,comedy_standup,music_classical_folk,music_contemporary,nightlife,celebrity_event,food_culinary,fashion_lifestyle,wellness_mental,nature_outdoor,education_workshop,technology_innovation,hackathon_coding,startup_business,academic_conference,roadshow,airshow_aviation,auto_motor,gaming_esports,science_space,sports_fitness,adventure_extreme,community_social,government_public,trade_expo,sunset_view,sunrise_view,seaside_beach,mountain_climbing,boating_cruise,wildlife_safari,desert_experience,snow_activity,heritage_walk,street_festival,local_fair,lake_activity,forest_trail,island_experience,river_ghat
Startup & Business Conference,Bhopal,Madhya Pradesh,14.704539,70.868771,2026-01-17,09:00,2026-01-17,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Hampi,Karnataka,28.006298,82.654639,2026-03-11,09:00,2026-03-11,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Gwalior,Madhya Pradesh,24.606955,78.832649,2026-06-25,09:00,2026-06-27,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology Innovation Expo,Dharamshala,Himachal Pradesh,8.943787,70.963533,2026-05-25,09:00,2026-05-27,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Aizawl,Mizoram,22.197412,87.846402,2026-06-14,09:00,2026-06-15,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Munnar,Kerala,26.783303,84.345854,2026-11-28,09:00,2026-11-28,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Pelling,Sikkim,34.561909,96.760068,2026-12-01,09:00,2026-12-01,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Dharamshala,Himachal Pradesh,26.943519,79.625396,2026-04-19,09:00,2026-04-19,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Mumbai,Maharashtra,30.710146,85.230616,2026-07-05,09:00,2026-07-07,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Shillong,Meghalaya,10.661651,77.815054,2026-06-24,09:00,2026-06-26,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Bilaspur,Chhattisgarh,9.262442,84.693762,2026-02-21,09:00,2026-02-23,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Kalimpong,West Bengal,14.905673,69.485983,2026-08-12,09:00,2026-08-12,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Rishikesh,Uttarakhand,11.448068,95.774278,2026-11-08,09:00,2026-11-09,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Delhi,Delhi,18.271756,86.675953,2026-05-02,09:00,2026-05-04,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology Innovation Expo,Dharamshala,Himachal Pradesh,13.328826,79.338663,2026-09-27,09:00,2026-09-29,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Shimla,Himachal Pradesh,24.277432,70.218361,2026-01-23,09:00,2026-01-23,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Pelling,Sikkim,33.330784,96.671466,2026-10-17,09:00,2026-10-17,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Kaziranga,Assam,26.816719,73.140186,2026-12-20,09:00,2026-12-20,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Manali,Himachal Pradesh,22.594698,89.418826,2026-06-21,09:00,2026-06-21,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Udaipur,Rajasthan,9.311592,88.29367,2026-11-24,09:00,2026-11-25,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Community Cultural Festival,Madurai,Tamil Nadu,20.118209,71.501672,2026-01-04,09:00,2026-01-06,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Lucknow,Uttar Pradesh,9.663586,84.185265,2026-10-02,09:00,2026-10-02,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Kochi,Kerala,15.200135,86.34039,2026-11-01,09:00,2026-11-01,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Contemporary Music Concert,Konark,Odisha,32.669879,78.157789,2026-06-30,09:00,2026-07-02,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Heritage Walk,Chandigarh,Chandigarh,11.574212,92.877993,2026-07-15,09:00,2026-07-16,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cultural Heritage Walk,Haridwar,Uttarakhand,25.968971,81.008161,2026-08-13,09:00,2026-08-15,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cultural Heritage Walk,Kodaikanal,Tamil Nadu,30.452394,76.958908,2026-05-10,09:00,2026-05-10,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nature & Forest Trail,Haridwar,Uttarakhand,18.369314,83.143335,2026-10-10,09:00,2026-10-11,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beach Sunset Experience,Kaziranga,Assam,22.129213,83.425182,2026-01-19,09:00,2026-01-20,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Guwahati,Assam,18.974985,78.766899,2026-11-03,09:00,2026-11-05,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Mysuru,Karnataka,28.234331,94.87437,2026-06-26,09:00,2026-06-28,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Kohima,Nagaland,17.490655,85.247611,2026-05-05,09:00,2026-05-06,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Community Cultural Festival,Kohima,Nagaland,15.647796,81.671568,2026-11-02,09:00,2026-11-03,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Heritage Walk,Raipur,Chhattisgarh,34.208905,75.371334,2026-08-23,09:00,2026-08-24,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Startup & Business Conference,Pune,Maharashtra,19.058282,86.316741,2026-10-23,09:00,2026-10-23,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Amritsar,Punjab,20.563473,82.768535,2026-12-26,09:00,2026-12-28,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Indore,Madhya Pradesh,26.471857,80.278499,2026-11-01,09:00,2026-11-01,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Jaipur,Rajasthan,11.589435,82.902852,2026-12-13,09:00,2026-12-13,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Kalimpong,West Bengal,29.19337,83.657628,2026-05-03,09:00,2026-05-05,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Munnar,Kerala,20.572616,89.96559,2026-09-19,09:00,2026-09-19,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Varanasi,Uttar Pradesh,12.82848,78.93042,2026-10-26,09:00,2026-10-27,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Technology Innovation Expo,Madurai,Tamil Nadu,21.261473,71.981676,2026-01-31,09:00,2026-01-31,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Kodaikanal,Tamil Nadu,11.084663,85.10652,2026-06-27,09:00,2026-06-27,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Bhopal,Madhya Pradesh,24.854155,89.772176,2026-06-07,09:00,2026-06-08,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Rajgir,Bihar,10.010365,86.211356,2026-01-23,09:00,2026-01-23,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Guwahati,Assam,11.775582,89.57752,2026-11-21,09:00,2026-11-22,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Jodhpur,Rajasthan,15.499269,88.967748,2026-02-15,09:00,2026-02-15,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Gwalior,Madhya Pradesh,15.978335,87.649316,2026-11-08,09:00,2026-11-08,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Bengaluru,Karnataka,19.009711,89.050541,2026-11-27,09:00,2026-11-27,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Imphal,Manipur,20.78306,86.020044,2026-08-09,09:00,2026-08-10,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Bhopal,Madhya Pradesh,23.377987,82.413033,2026-10-27,09:00,2026-10-27,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Ranchi,Jharkhand,28.903459,68.15889,2026-02-05,09:00,2026-02-06,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Technology Innovation Expo,Puri,Odisha,33.546854,75.905666,2026-02-04,09:00,2026-02-04,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Udaipur,Rajasthan,17.89033,96.884181,2026-09-11,09:00,2026-09-11,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Raipur,Chhattisgarh,33.93714,90.125502,2026-01-17,09:00,2026-01-17,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Madurai,Tamil Nadu,28.962718,96.08162,2026-06-27,09:00,2026-06-27,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Gokarna,Karnataka,13.757436,82.0222,2026-08-08,09:00,2026-08-10,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Heritage Walk,Jamshedpur,Jharkhand,15.067391,77.189641,2026-09-16,09:00,2026-09-16,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nature & Forest Trail,Imphal,Manipur,32.508091,87.006506,2026-06-08,09:00,2026-06-08,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Technology Innovation Expo,Chennai,Tamil Nadu,19.312421,96.529112,2026-06-07,09:00,2026-06-07,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Heritage Walk,Jodhpur,Rajasthan,28.981773,87.309808,2026-04-12,09:00,2026-04-12,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Contemporary Music Concert,Jamshedpur,Jharkhand,21.785122,96.486093,2026-10-16,09:00,2026-10-16,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Shillong,Meghalaya,20.961153,77.419689,2026-01-12,09:00,2026-01-12,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Kochi,Kerala,23.984968,95.058831,2026-12-21,09:00,2026-12-21,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Rishikesh,Uttarakhand,30.99964,88.793809,2026-05-14,09:00,2026-05-14,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology Innovation Expo,Delhi,Delhi,23.888255,86.144336,2026-07-07,09:00,2026-07-08,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nature & Forest Trail,Darjeeling,West Bengal,25.889452,95.870929,2026-11-27,09:00,2026-11-27,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Community Cultural Festival,Port Blair,Andaman and Nicobar Islands,23.406855,74.694816,2026-08-31,09:00,2026-09-02,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology Innovation Expo,Kochi,Kerala,32.757109,96.440871,2026-12-24,09:00,2026-12-24,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Mysuru,Karnataka,16.826094,71.156454,2026-06-25,09:00,2026-06-25,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Heritage Walk,Mumbai,Maharashtra,14.191679,88.579861,2026-01-20,09:00,2026-01-20,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Community Cultural Festival,Manali,Himachal Pradesh,29.590076,75.448195,2026-05-19,09:00,2026-05-20,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Kochi,Kerala,24.326717,71.066772,2026-07-15,09:00,2026-07-15,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Ranchi,Jharkhand,34.787158,81.497704,2026-05-24,09:00,2026-05-24,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beach Sunset Experience,Munnar,Kerala,19.994334,84.32459,2026-03-24,09:00,2026-03-24,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Konark,Odisha,29.577889,92.571501,2026-06-10,09:00,2026-06-10,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Rishikesh,Uttarakhand,29.91079,88.070869,2026-08-13,09:00,2026-08-15,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Munnar,Kerala,20.156503,68.662701,2026-06-26,09:00,2026-06-28,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Indore,Madhya Pradesh,24.447713,81.885494,2026-04-16,09:00,2026-04-18,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Goa,Goa,22.638671,93.019414,2026-06-17,09:00,2026-06-19,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Heritage Walk,Chandigarh,Chandigarh,8.973533,82.405312,2026-03-01,09:00,2026-03-02,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nature & Forest Trail,Bhopal,Madhya Pradesh,24.916011,86.935692,2026-10-25,09:00,2026-10-27,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beach Sunset Experience,Srinagar,Jammu and Kashmir,27.033441,73.072684,2026-07-20,09:00,2026-07-21,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Classical Music Concert,Kalimpong,West Bengal,10.89536,71.158435,2026-09-17,09:00,2026-09-18,18:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Kolkata,West Bengal,25.988731,78.381888,2026-10-13,09:00,2026-10-15,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology Innovation Expo,Varanasi,Uttar Pradesh,32.609773,86.89825,2026-11-15,09:00,2026-11-17,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Hampi,Karnataka,14.003098,75.99891,2026-03-09,09:00,2026-03-09,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology Innovation Expo,Amritsar,Punjab,30.626072,94.720948,2026-05-23,09:00,2026-05-25,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contemporary Music Concert,Trivandrum,Kerala,9.70423,94.346502,2026-10-07,09:00,2026-10-08,18:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Heritage Walk,Konark,Odisha,32.295472,81.673405,2026-10-07,09:00,2026-10-09,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Startup & Business Conference,Delhi,Delhi,25.435286,84.080028,2026-09-15,09:00,2026-09-17,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Jamshedpur,Jharkhand,20.610245,72.575747,2026-11-16,09:00,2026-11-16,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup & Business Conference,Puri,Odisha,15.371174,85.156741,2026-01-22,09:00,2026-01-22,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Cultural Festival,Goa,Goa,23.78617,68.334556,2026-01-07,09:00,2026-01-09,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
